t	wavelength_um	x_um	m	epsilon_real	epsilon_imag
0.7	5.4	-13.8438438438438	0.389866537111554	17.6785045564753	0.279497124064683
0.7	5.4	-13.7837837837838	0.394626279268718	17.7317130116972	0.284443112136995
0.7	5.4	-13.7237237237237	0.399085369073645	17.7818206010101	0.289121696629736
0.7	5.4	-13.6636636636637	0.401282173146183	17.8065995852648	0.291442799203724
0.7	5.4	-13.6036036036036	0.403694433002757	17.8338799739134	0.294003931202659
0.7	5.4	-13.5435435435435	0.406989639111561	17.8712665593176	0.297523584664363
0.7	5.4	-13.4834834834835	0.410251282935925	17.9084105372468	0.301031544754593
0.7	5.4	-13.4234234234234	0.413424444374034	17.944679526092	0.304467590267847
0.7	5.4	-13.3633633633634	0.416986271148053	17.9855476682246	0.3083520444401
0.7	5.4	-13.3033033033033	0.42125783462243	18.0347792743907	0.313049297400893
0.7	5.4	-13.2432432432432	0.424314818922087	18.0701605437889	0.316437129222476
0.7	5.4	-13.1831831831832	0.425779354970445	18.0871549839161	0.318067968376561
0.7	5.4	-13.1231231231231	0.428242779708195	18.1158050957104	0.320822589814821
0.7	5.4	-13.0630630630631	0.431660030487698	18.1556831007722	0.324667748301169
0.7	5.4	-13.003003003003	0.435077281267199	18.1957185001342	0.328540973165461
0.7	5.4	-12.9429429429429	0.4384945320467	18.235912221238	0.332442508113415
0.7	5.4	-12.8828828828829	0.441421726533098	18.2704684983851	0.335807235017042
0.7	5.4	-12.8228228228228	0.444106709288421	18.3022686611257	0.338912104308128
0.7	5.4	-12.7627627627628	0.446700393242011	18.3330817698926	0.341928376361774
0.7	5.4	-12.7027027027027	0.449263331326637	18.3636210204192	0.344925392537108
0.7	5.4	-12.6426426426426	0.453239171175865	18.411176762998	0.349607318525252
0.7	5.4	-12.5825825825826	0.457510734650242	18.4625161881777	0.354682221016542
0.7	5.4	-12.5225225225225	0.461008487972145	18.5047467073853	0.358872639681758
0.7	5.4	-12.4624624624625	0.464425738751647	18.5461728136673	0.362997212539761
0.7	5.4	-12.4024024024024	0.466400984806612	18.570193926908	0.365395204215162
0.7	5.4	-12.3423423423423	0.468384680108009	18.594374004121	0.367813765332713
0.7	5.4	-12.2822822822823	0.470825573521939	18.6242046497421	0.3708040106249
0.7	5.4	-12.2222222222222	0.473214363249533	18.653481745637	0.373745747435321
0.7	5.4	-12.1621621621622	0.475289122651373	18.678977145095	0.376313135471046
0.7	5.4	-12.1021021021021	0.477228928811577	18.7028708026462	0.378723988345678
0.7	5.4	-12.042042042042	0.478693464859935	18.7209466592157	0.380550889696918
0.7	5.4	-11.981981981982	0.480341067914338	18.7413195050556	0.382613104630133
0.7	5.4	-11.9219219219219	0.482415827316179	18.7670308647915	0.385220484169853
0.7	5.4	-11.8618618618619	0.485091656721199	18.8002845771595	0.388600642341966
0.7	5.4	-11.8018018018018	0.488752996842093	18.8459573995838	0.39325771833945
0.7	5.4	-11.7417417417417	0.491185441009591	18.8764108297644	0.396372288936747
0.7	5.4	-11.6816816816817	0.492161798375162	18.8886593800046	0.397627098563341
0.7	5.4	-11.6216216216216	0.493203637400589	18.9017451580061	0.3989690164572
0.7	5.4	-11.5615615615616	0.494302039436857	18.9155590249408	0.400387098039155
0.7	5.4	-11.5015015015015	0.495550650298598	18.9312840044281	0.40200324233706
0.7	5.4	-11.4414414414414	0.496893141676259	18.9482175283052	0.40374582773082
0.7	5.4	-11.3813813813814	0.498659268882012	18.970536068386	0.406046107519643
0.7	5.4	-11.3213213213213	0.500611983613156	18.9952675482507	0.408599776310378
0.7	5.4	-11.2612612612613	0.502753398181299	19.0224556201853	0.411412801117568
0.7	5.4	-11.2012012012012	0.504950202253836	19.0504196843969	0.414312340900892
0.7	5.4	-11.1411411411411	0.506627142969464	19.0718159505711	0.416535142556874
0.7	5.4	-11.0810810810811	0.508213723688518	19.0920991009472	0.418645719046301
0.7	5.4	-11.021021021021	0.511504235771527	19.1342894656584	0.42304650850506
0.7	5.4	-10.960960960961	0.51490857798009	19.1781160793687	0.427633195867843
0.7	5.4	-10.9009009009009	0.51698333738193	19.204914608204	0.43044544795008
0.7	5.4	-10.8408408408408	0.518939337931131	19.230240929844	0.433108537986811
0.7	5.4	-10.7807807807808	0.51967160595531	19.2397378046418	0.434108480469048
0.7	5.4	-10.7207207207207	0.520608064101616	19.2518951447464	0.435389611403005
0.7	5.4	-10.6606606606607	0.52256077883276	19.2772902858252	0.438069583804678
0.7	5.4	-10.6006006006006	0.524723785919565	19.3054907163029	0.441051706899346
0.7	5.4	-10.5405405405405	0.527530813345585	19.3421984604015	0.444943082837884
0.7	5.4	-10.4804804804805	0.529623879448029	19.3696514966889	0.447860487203104
0.7	5.4	-10.4204204204204	0.530234102801512	19.377668502357	0.448713594734467
0.7	5.4	-10.3603603603604	0.531534347947008	19.3947708244618	0.450535227117885
0.7	5.4	-10.3003003003003	0.533853196690242	19.4253385088543	0.453796994239991
0.7	5.4	-10.2402402402402	0.536054225385995	19.4544333752327	0.456908617611725
